RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-1263,2003,22,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100%,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1264,2002,23,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Privada,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1265,2002,23,Masculino,18+ anos,2022,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Pública,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1266,2004,21,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Privada,,8.0,9.0,,,INCLUIR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1267,2001,24,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Privada,,8.0,9.0,,,INCLUIR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1268,2004,21,Masculino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Privada,,8.0,9.0,,,INCLUIR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1269,2005,20,Feminino,18+ anos,2021,Ingressante 2023,Privada - Pagamento por *Empresa Parceira,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1270,2004,21,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100% | Privada - Pagamento por *Empresa Parceira,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1271,2004,21,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100%,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1272,2004,21,Feminino,18+ anos,2021,Ingressante 2023,Privada *Parcerias com Bolsa 100%,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1273,2005,20,Feminino,18+ anos,2023,Ingressante 2023,Privada - Pagamento por *Empresa Parceira | Privada *Parcerias com Bolsa 100%,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 7 (3° EM),Fase 8 (Universitários)
RA-1274,2005,20,Feminino,18+ anos,2021,Ingressante 2023,Privada - Pagamento por *Empresa Parceira,,8.0,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,Fase 8 (Universitários),Fase 8 (Universitários)
RA-1275,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.611366666700001,7.611366666700001,,,,,,,10.002,10.002,,,8.6666666665,8.6666666665,,,6.26,6.26,,,8.0,8.0,,,10.0,10.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1276,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.002866666700001,8.002866666700001,,,,,,,10.002,10.002,,,9.3333333335,9.3333333335,,,3.76,3.76,,,8.0,8.0,,,10.0,10.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1277,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.952200000100001,7.952200000100001,,,,,,,10.002,10.002,,,9.0833333335,9.0833333335,,,3.76,3.76,,,8.0,8.0,,,10.0,10.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1278,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Quartzo,,,5.444199999900001,5.444199999900001,,,,,,,9.002,9.002,,,4.1666666665,4.1666666665,,,3.76,3.76,,,7.5,7.5,,,8.0,8.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1279,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.0822,8.0822,,,,,,,10.002,10.002,,,10.0,10.0,,,6.26,6.26,,,8.25,8.25,,,9.0,9.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1280,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.152624242500002,8.152624242500002,,,,,,,10.002,10.002,,,9.5454545455,9.5454545455,,,6.26,6.26,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1281,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.982890909100001,7.982890909100001,,,,,,,7.918,7.918,,,9.5454545455,9.5454545455,,,6.26,6.26,,,9.25,9.25,,,10.0,10.0,,,8.5,8.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1282,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8769272727000015,7.8769272727000015,,,,,,,9.502,9.502,,,8.1136363635,8.1136363635,,,6.26,6.26,,,9.25,9.25,,,10.0,10.0,,,8.5,8.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1283,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3033538462,8.3033538462,,,,,,,10.002,10.002,,,9.230769231,9.230769231,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1284,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3800152174,8.3800152174,,,,,,,9.002,9.002,,,9.347826087,9.347826087,,,2.51,2.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1285,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.156578882000002,8.156578882000002,,,,,,,10.002,10.002,,,8.830227742999998,8.830227742999998,,,2.51,2.51,,,8.0,8.0,,,8.0,8.0,,,8.0,8.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1286,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Quartzo,,,5.914801966800001,5.914801966800001,,,,,,,8.002,8.002,,,5.051759834,5.051759834,,,2.51,2.51,,,7.0,7.0,,,8.0,8.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1287,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.619650310500001,7.619650310500001,,,,,,,10.002,10.002,,,9.3064182195,9.3064182195,,,2.51,2.51,,,7.75,7.75,,,8.0,8.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1288,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.9208899585,7.9208899585,,,,,,,9.002,9.002,,,7.9813664595,7.9813664595,,,2.51,2.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1289,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.2171722223,7.2171722223,,,,,,,7.002,7.002,,,9.4444444445,9.4444444445,,,7.51,7.51,,,7.75,7.75,,,9.0,9.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1290,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.407200000000001,8.407200000000001,,,,,,,10.002,10.002,,,10.0,10.0,,,7.51,7.51,,,8.75,8.75,,,10.0,10.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1291,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.079200000000002,8.079200000000002,,,,,,,9.502,9.502,,,9.5,9.5,,,7.51,7.51,,,8.25,8.25,,,10.0,10.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1292,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.9031621211,6.9031621211,,,,,,,7.502,7.502,,,4.7727272725,4.7727272725,,,7.51,7.51,,,8.25,8.25,,,10.0,10.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1293,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.005023232300001,8.005023232300001,,,,,,,8.002,8.002,,,9.4949494945,9.4949494945,,,7.51,7.51,,,8.5,8.5,,,8.5,8.5,,,8.5,8.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1294,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.9493666666,7.9493666666,,,,,,,9.502,9.502,,,10.0,10.0,,,7.51,7.51,,,7.75,7.75,,,9.0,9.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1295,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.0617454545,8.0617454545,,,,,,,10.002,10.002,,,9.5227272725,9.5227272725,,,2.51,2.51,,,7.5,7.5,,,7.0,7.0,,,8.0,8.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1296,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.0574222223000005,7.0574222223000005,,,,,,,9.002,9.002,,,8.4444444445,8.4444444445,,,2.51,2.51,,,6.5,6.5,,,7.5,7.5,,,5.5,5.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1297,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.620247619000001,7.620247619000001,,,,,,,9.502,9.502,,,9.761904762,9.761904762,,,2.51,2.51,,,9.25,9.25,,,10.0,10.0,,,8.5,8.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1298,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.577287995300001,7.577287995300001,,,,,,,9.502,9.502,,,6.643356643500001,6.643356643500001,,,7.51,7.51,,,6.75,6.75,,,7.0,7.0,,,6.5,6.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1299,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.069727777800001,7.069727777800001,,,,,,,8.502,8.502,,,7.638888889,7.638888889,,,7.51,7.51,,,6.5,6.5,,,7.0,7.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1300,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.623866666600001,7.623866666600001,,,,,,,8.502,8.502,,,8.75,8.75,,,2.51,2.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1301,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Quartzo,,,5.6345333333,5.6345333333,,,,,,,9.502,9.502,,,2.9166666665000003,2.9166666665000003,,,2.51,2.51,,,7.0,7.0,,,10.0,10.0,,,4.0,4.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1302,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Quartzo,,,5.758866666800001,5.758866666800001,,,,,,,10.002,10.002,,,5.416666667,5.416666667,,,2.51,2.51,,,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1303,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.8352,8.8352,,,,,,,10.002,10.002,,,10.0,10.0,,,2.51,2.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1304,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.085119934500001,7.085119934500001,,,,,,,9.002,9.002,,,7.9575163395,7.9575163395,,,8.135,8.135,,,6.0,6.0,,,6.0,6.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1305,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.685221929800001,6.685221929800001,,,,,,,8.502,8.502,,,8.710526316,8.710526316,,,2.51,2.51,,,4.75,4.75,,,2.0,2.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1306,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.503033333400001,8.503033333400001,,,,,,,9.002,9.002,,,10.0,10.0,,,8.135,8.135,,,9.75,9.75,,,10.0,10.0,,,9.5,9.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1307,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.5940333333000005,6.5940333333000005,,,,,,,10.002,10.002,,,5.833333333500001,5.833333333500001,,,6.255,6.255,,,5.5,5.5,,,7.0,7.0,,,4.0,4.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1308,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.876997101400001,6.876997101400001,,,,,,,10.002,10.002,,,7.445652174,7.445652174,,,7.51,7.51,,,6.0,6.0,,,8.0,8.0,,,4.0,4.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1309,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.379199999899999,8.379199999899999,,,,,,,9.002,9.002,,,9.1666666665,9.1666666665,,,7.51,7.51,,,7.5,7.5,,,8.0,8.0,,,7.0,7.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1310,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3907833334,8.3907833334,,,,,,,8.502,8.502,,,9.375,9.375,,,2.51,2.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1311,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.4118666668,6.4118666668,,,,,,,9.002,9.002,,,9.166666667,9.166666667,,,2.51,2.51,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1312,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.510200000000001,7.510200000000001,,,,,,,10.002,10.002,,,8.333333333,8.333333333,,,7.51,7.51,,,6.5,6.5,,,8.0,8.0,,,5.0,5.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1313,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.0155333334,8.0155333334,,,,,,,9.502,9.502,,,8.125,8.125,,,7.51,7.51,,,6.25,6.25,,,4.0,4.0,,,8.5,8.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1314,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.239799999999999,8.239799999999999,,,,,,,7.418,7.418,,,8.541666667,8.541666667,,,7.51,7.51,,,9.0,9.0,,,8.0,8.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1315,2017,8,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3510666667,8.3510666667,,,,,,,6.834,6.834,,,8.3333333335,8.3333333335,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1316,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.59291123,7.59291123,,,,,,,9.002,9.002,,,8.20855615,8.20855615,,,7.51,7.51,,,7.75,7.75,,,9.0,9.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1317,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.665638502700001,7.665638502700001,,,,,,,7.502,7.502,,,7.0721925135,7.0721925135,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1318,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.823383155100001,6.823383155100001,,,,,,,8.502,8.502,,,7.6871657755000005,7.6871657755000005,,,7.51,7.51,,,5.0,5.0,,,4.0,4.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1319,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.201526797300001,7.201526797300001,,,,,,,8.502,8.502,,,5.7516339865,5.7516339865,,,7.51,7.51,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1320,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8845333333,7.8845333333,,,,,,,9.002,9.002,,,9.1666666665,9.1666666665,,,7.51,7.51,,,8.25,8.25,,,9.0,9.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1321,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.95295,7.95295,,,,,,,9.002,9.002,,,8.875,8.875,,,6.885,6.885,,,8.75,8.75,,,10.0,10.0,,,7.5,7.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1322,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.47795,8.47795,,,,,,,9.502,9.502,,,9.0,9.0,,,7.51,7.51,,,7.5,7.5,,,8.5,8.5,,,6.5,6.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1323,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.487366666700001,7.487366666700001,,,,,,,10.002,10.002,,,9.0833333335,9.0833333335,,,7.51,7.51,,,7.0,7.0,,,10.0,10.0,,,4.0,4.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1324,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.332450000000001,8.332450000000001,,,,,,,10.002,10.002,,,10.0,10.0,,,7.51,7.51,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1325,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.9824954545,8.9824954545,,,,,,,9.002,9.002,,,9.5227272725,9.5227272725,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1326,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.6397833333000005,7.6397833333000005,,,,,,,9.002,9.002,,,9.2916666665,9.2916666665,,,7.51,7.51,,,4.5,4.5,,,0.0,0.0,,,9.0,9.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1327,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.264116666700001,8.264116666700001,,,,,,,9.002,9.002,,,9.3333333335,9.3333333335,,,7.51,7.51,,,7.5,7.5,,,10.0,10.0,,,5.0,5.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1328,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.0588666667,8.0588666667,,,,,,,8.502,8.502,,,8.2083333335,8.2083333335,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1329,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.98945,7.98945,,,,,,,9.502,9.502,,,10.0,10.0,,,7.51,7.51,,,6.5,6.5,,,10.0,10.0,,,3.0,3.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1330,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.944616666700002,8.944616666700002,,,,,,,10.002,10.002,,,9.3333333335,9.3333333335,,,7.51,7.51,,,9.5,9.5,,,10.0,10.0,,,9.0,9.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1331,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8522833333,7.8522833333,,,,,,,9.002,9.002,,,7.291666666499999,7.291666666499999,,,7.51,7.51,,,7.25,7.25,,,8.0,8.0,,,6.5,6.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1332,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.1040529412,8.1040529412,,,,,,,8.502,8.502,,,9.411764706,9.411764706,,,7.51,7.51,,,8.25,8.25,,,10.0,10.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1333,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.213199999999999,8.213199999999999,,,,,,,7.502,7.502,,,10.0,10.0,,,6.255,6.255,,,9.25,9.25,,,10.0,10.0,,,8.5,8.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1334,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.350200000000001,8.350200000000001,,,,,,,10.002,10.002,,,10.0,10.0,,,5.625,5.625,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1335,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3217,8.3217,,,,,,,9.002,9.002,,,9.75,9.75,,,7.51,7.51,,,8.75,8.75,,,10.0,10.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1336,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.141365631500001,7.141365631500001,,,,,,,9.502,9.502,,,6.2008281575,6.2008281575,,,2.51,2.51,,,9.5,9.5,,,10.0,10.0,,,9.0,9.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1337,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.015144444400001,6.015144444400001,,,,,,,8.002,8.002,,,4.722222222,4.722222222,,,7.51,7.51,,,6.0,6.0,,,6.0,6.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1338,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.1368428571,6.1368428571,,,,,,,8.002,8.002,,,8.6607142855,8.6607142855,,,7.51,7.51,,,3.0,3.0,,,2.0,2.0,,,4.0,4.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1339,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.3547,7.3547,,,,,,,8.502,8.502,,,10.0,10.0,,,6.885,6.885,,,8.75,8.75,,,10.0,10.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1340,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3422714286,8.3422714286,,,,,,,9.502,9.502,,,8.392857143,8.392857143,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1341,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.862906349200001,7.862906349200001,,,,,,,10.002,10.002,,,9.246031746,9.246031746,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1342,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8185809524000005,7.8185809524000005,,,,,,,9.502,9.502,,,9.761904762,9.761904762,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1343,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.8262,8.8262,,,,,,,8.002,8.002,,,10.0,10.0,,,7.51,7.51,,,9.75,9.75,,,10.0,10.0,,,9.5,9.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1344,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,9.3612,9.3612,,,,,,,8.502,8.502,,,10.0,10.0,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
